63.40,56.07,92,6
63.40,57.58,92,6
75.73,60.61,92,6
75.73,62.13,92,6
75.73,63.65,92,6
70.81,66.68,92,6
70.81,68.19,92,6
70.81,69.71,92,7
71.74,72.74,92,7
71.74,74.25,92,7
71.74,75.77,92,7
56.21,77.28,92,7
56.21,80.31,92,7
56.21,81.83,92,7
56.21,81.83,92,7
56.21,81.83,92,7
56.21,81.83,92,7
18.48,83.35,92,7
18.48,84.86,92,7
18.48,86.38,92,7
18.48,86.38,92,7
18.48,86.38,92,7
18.48,86.38,92,8
18.48,86.38,92,8
18.48,86.38,92,8
18.48,86.38,92,8
18.48,86.38,92,8
18.48,86.38,92,8
18.48,86.38,92,8
18.48,86.38,92,8
7.19,87.89,92,8
7.19,87.89,92,8
7.19,87.89,92,8
7.19,87.89,92,8
7.19,87.89,92,8
15.49,89.41,92,8
15.49,89.41,92,8
15.49,89.41,92,9
15.49,89.41,92,9
15.49,89.41,92,9
15.49,89.41,92,9
15.49,89.41,92,9
15.49,89.41,92,9
15.49,89.41,92,9
15.49,89.41,92,9
15.49,89.41,92,9
15.49,89.41,92,9
15.49,89.41,92,9
15.49,89.41,92,9
15.49,89.41,92,9
0.00,89.41,92,9
0.00,89.41,92,10
0.00,89.41,92,10
0.00,89.41,92,10
0.00,89.41,92,10
0.00,89.41,92,10
0.00,89.41,92,10
0.00,90.92,92,10
15.49,93.95,92,10
79.02,95.47,92,10
79.02,98.50,92,10
79.02,98.50,92,10
58.00,101.53,92,10
58.00,101.53,92,10
53.45,103.04,92,10
53.45,106.08,92,10
53.45,109.11,92,11
53.45,110.62,92,11
42.60,112.14,92,11
42.60,115.17,92,11
123.92,116.68,123,11
123.92,119.71,123,11
123.92,122.74,123,11
123.92,124.26,123,11
123.92,127.29,123,11
123.92,130.32,123,11
123.92,133.35,123,11
123.92,134.87,123,11
126.80,137.90,126,11
126.80,140.93,126,11
126.80,140.93,126,11
126.80,140.93,126,12
126.80,140.93,126,12
126.80,140.93,126,12
126.80,140.93,126,12
126.80,140.93,126,12
126.80,140.93,126,12
126.80,140.93,126,12
126.80,140.93,126,12
126.80,140.93,126,12
126.80,140.93,126,12
126.80,140.93,126,12
126.80,140.93,126,12
126.80,140.93,126,12
0.00,140.93,126,12
0.00,140.93,126,13
0.00,140.93,126,13
0.00,140.93,126,13
0.00,140.93,126,13
0.00,140.93,126,13
0.00,140.93,126,13
0.00,140.93,126,13
0.00,140.93,126,13
0.00,140.93,126,13
0.00,140.93,126,13
0.00,140.93,126,13
0.00,140.93,126,13
0.00,140.93,126,13
0.00,140.93,126,13
0.00,140.93,126,13
0.00,140.93,126,14
0.00,140.93,126,14
0.00,140.93,126,14
0.00,140.93,126,14
0.00,140.93,126,14
0.00,140.93,126,14
0.00,140.93,126,14
0.00,140.93,126,14
0.00,140.93,126,14
0.00,140.93,126,14
0.00,140.93,126,14
0.00,140.93,126,14
0.00,140.93,126,14
0.00,140.93,126,14
0.00,140.93,126,15
0.00,140.93,126,15
0.00,140.93,126,15
0.00,140.93,126,15
0.00,140.93,126,15
0.00,140.93,126,15
0.00,140.93,126,15
0.00,140.93,126,15
0.00,140.93,126,15
0.00,140.93,126,15
0.00,140.93,126,15
0.00,140.93,126,15
0.00,140.93,126,15
0.00,140.93,126,15
0.00,140.93,126,15
0.00,140.93,126,16
0.00,140.93,126,16
0.00,140.93,126,16
0.00,140.93,126,16
0.00,140.93,126,16
0.00,140.93,126,16
0.00,140.93,126,16
0.00,140.93,126,16
126.80,143.96,126,16
126.80,145.48,126,16
126.80,148.51,126,16
126.80,151.54,126,16
126.80,154.57,126,16
126.80,156.08,126,16
126.80,159.11,126,16
126.80,162.14,126,17
126.80,165.17,126,17
126.80,166.69,126,17
126.80,169.72,126,17
126.80,172.75,126,17
126.80,175.78,126,17
126.80,177.30,126,17
129.82,180.33,129,17
129.82,183.36,129,17
129.82,186.39,129,17
129.82,187.91,129,17
129.82,190.94,129,17
129.82,193.97,129,17
129.82,197.00,129,17
129.82,198.51,129,18
129.82,201.54,129,18
129.82,204.57,129,18
129.82,207.61,129,18
129.82,209.12,129,18
129.82,212.15,129,18
129.82,215.18,129,18
129.82,218.21,129,18
129.82,219.73,129,18
129.82,219.73,129,18
129.82,219.73,129,18
129.82,219.73,129,18
129.82,219.73,129,18
129.82,219.73,129,18
129.82,219.73,129,19
129.82,219.73,129,19
129.82,219.73,129,19
129.82,219.73,129,19
129.82,219.73,129,19
129.82,219.73,129,19
129.82,219.73,129,19
129.82,219.73,129,19
129.82,219.73,129,19
0.00,219.73,129,19
0.00,221.24,129,19
129.82,222.76,129,19
129.82,224.27,129,19
40.39,225.79,129,19
40.39,227.30,129,20
40.39,228.82,129,20
40.39,228.82,129,20
40.69,231.85,129,20
40.69,233.37,129,20
45.82,234.88,129,20
45.82,236.40,129,20
45.82,237.91,129,20
49.57,239.43,129,20
49.57,242.46,129,20
49.57,242.46,129,20
49.57,242.46,129,20
49.57,242.46,129,20
49.57,242.46,129,20
49.57,242.46,129,20
49.57,242.46,129,21
49.57,242.46,129,21
49.57,242.46,129,21
49.57,242.46,129,21
49.57,242.46,129,21
49.57,242.46,129,21
49.57,242.46,129,21
49.57,242.46,129,21
49.57,242.46,129,21
0.00,242.46,129,21
0.00,242.46,129,21
0.00,242.46,129,21
0.00,242.46,129,21
0.00,242.46,129,21
0.00,242.46,129,22
0.00,242.46,129,22
0.00,242.46,129,22
0.00,242.46,129,22
0.00,242.46,129,22
0.00,242.46,129,22
0.00,242.46,129,22
0.00,242.46,129,22
0.00,242.46,129,22
0.00,242.46,129,22
0.00,242.46,129,22
0.00,242.46,129,22
49.57,245.49,129,22
49.57,247.00,129,22
64.91,248.52,129,22
64.91,251.55,129,23
64.91,253.07,129,23
82.61,256.10,129,23
82.61,259.13,129,23
67.31,260.64,129,23
106.91,263.67,129,23
106.91,265.19,129,23
106.91,268.22,129,23
116.01,271.25,129,23
89.38,272.77,129,23
68.15,274.28,129,23
68.15,274.28,129,23
46.60,275.80,129,23
69.02,277.31,129,23
69.02,277.31,129,24
69.02,277.31,129,24
29.31,278.83,129,24
59.27,280.34,129,24
59.27,280.34,129,24
54.52,281.86,129,24
54.52,281.86,129,24
29.63,283.37,129,24
29.63,283.37,129,24
29.63,283.37,129,24
29.63,283.37,129,24
29.63,283.37,129,24
29.63,283.37,129,24
14.27,284.89,129,24
14.27,284.89,129,24
14.27,284.89,129,25
14.27,284.89,129,25
14.27,284.89,129,25
14.27,284.89,129,25
14.27,284.89,129,25
14.27,284.89,129,25
14.27,284.89,129,25
14.27,284.89,129,25
14.27,284.89,129,25
14.27,284.89,129,25
14.27,284.89,129,25
14.27,284.89,129,25
14.27,284.89,129,25
0.00,284.89,129,25
0.00,284.89,129,26
0.00,284.89,129,26
0.00,284.89,129,26
0.00,284.89,129,26
0.00,284.89,129,26
0.00,286.40,129,26
14.27,287.92,129,26
14.27,287.92,129,26
14.27,287.92,129,26
14.27,287.92,129,26
14.27,287.92,129,26
14.27,287.92,129,26
11.98,289.43,129,26
11.98,292.47,129,26
11.98,295.50,129,26
11.98,297.01,129,27
11.98,298.53,129,27
11.98,298.53,129,27
11.98,298.53,129,27
11.98,298.53,129,27
11.98,298.53,129,27
16.23,300.04,129,27
16.23,300.04,129,27
27.96,301.56,129,27
27.96,303.07,129,27
27.96,303.07,129,27
40.09,306.10,129,27
40.09,306.10,129,27
44.33,307.62,129,27
44.33,310.65,129,28
44.33,310.65,129,28
64.15,312.16,129,28
71.74,313.68,129,28
71.74,313.68,129,28
36.11,315.20,129,28
36.11,318.23,129,28
36.11,318.23,129,28
56.80,321.26,129,28
56.80,321.26,129,28
34.51,322.77,129,28
34.51,324.29,129,28
34.51,325.80,129,28
49.12,327.32,129,28
123.92,328.83,129,28
123.92,328.83,129,29
34.73,330.35,129,29
34.73,331.86,129,29
34.73,331.86,129,29
34.08,333.38,129,29
34.08,334.89,129,29
34.08,334.89,129,29
37.86,337.93,129,29
37.86,337.93,129,29
36.84,339.44,129,29
36.84,340.96,129,29
36.84,342.47,129,29
47.83,343.99,129,29
47.83,347.02,129,29
47.83,347.02,129,30
57.39,350.05,129,30
57.39,351.56,129,30
57.39,351.56,129,30
47.83,354.59,129,30
47.83,356.11,129,30
47.83,356.11,129,30
45.82,359.14,129,30
45.82,360.66,129,30
45.82,360.66,129,30
38.13,363.69,129,30
38.13,365.20,129,30
38.13,365.20,129,30
49.12,368.23,129,30
49.12,369.75,129,30
49.12,369.75,129,31
38.13,372.78,129,31
38.13,374.29,129,31
53.98,375.81,129,31
53.98,377.32,129,31
53.98,380.36,129,31
69.02,381.87,129,31
69.02,383.39,129,31
69.02,384.90,129,31
45.82,386.42,129,31
45.82,389.45,129,31
45.82,389.45,129,31
43.97,390.96,129,31
43.97,393.99,129,31
43.97,393.99,129,32
41.94,395.51,129,32
111.27,397.02,129,32
111.27,398.54,129,32
49.12,400.06,129,32
106.91,401.57,129,32
106.91,401.57,129,32
36.11,403.09,129,32
100.97,404.60,129,32
100.97,404.60,129,32
34.73,406.12,129,32
34.73,409.15,129,32
34.73,409.15,129,32
36.11,410.66,129,32
126.80,412.18,129,32
126.80,412.18,129,33
126.80,412.18,129,33
126.80,412.18,129,33
16.67,413.69,129,33
129.82,416.72,129,33
129.82,418.24,129,33
102.88,421.27,129,33
129.82,424.30,129,33
129.82,427.33,129,33
129.82,428.85,129,33
129.82,431.88,129,33
129.82,434.91,129,33
129.82,437.94,129,33
129.82,439.45,129,33
129.82,442.48,129,34
129.82,445.52,129,34
129.82,448.55,129,34
129.82,450.06,129,34
129.82,453.09,129,34
129.82,456.12,129,34
129.82,459.15,129,34
129.82,460.67,129,34
129.82,463.70,129,34
129.82,466.73,129,34
129.82,469.76,129,34
129.82,471.28,129,34
129.82,474.31,129,34
129.82,477.34,129,34
129.82,480.37,129,35
129.82,483.40,129,35
129.82,484.91,129,35
129.82,487.95,129,35
129.82,490.98,129,35
129.82,494.01,129,35
129.82,495.52,129,35
129.82,498.55,129,35
129.82,501.58,129,35
129.82,504.61,129,35
129.82,506.13,129,35
129.82,509.16,129,35
129.82,512.19,129,35
129.82,515.22,129,35
129.82,516.74,129,36
129.82,519.77,129,36
129.82,522.80,129,36
129.82,525.83,129,36
129.82,527.34,129,36
129.82,530.38,129,36
129.82,533.41,129,36
129.82,536.44,129,36
129.82,537.95,129,36
129.82,540.98,129,36
129.82,544.01,129,36
129.82,547.04,129,36
129.82,548.56,129,36
129.82,551.59,129,36
129.82,554.62,129,36
129.82,557.65,129,37
129.82,559.17,129,37
129.82,562.20,129,37
129.82,565.23,129,37
129.82,568.26,129,37
129.82,569.78,129,37
129.82,572.81,129,37
129.82,575.84,129,37
129.82,578.87,129,37
129.82,580.38,129,37
129.82,583.41,129,37
129.82,586.44,129,37
129.82,589.48,129,37
129.82,590.99,129,37
129.82,594.02,129,38
129.82,597.05,129,38
129.82,600.08,129,38
129.82,601.60,129,38
129.82,604.63,129,38
129.82,607.66,129,38
129.82,610.69,129,38
129.82,612.21,129,38
129.82,615.24,129,38
129.82,618.27,129,38
129.82,621.30,129,38
129.82,622.81,129,38
129.82,624.33,129,38
129.82,624.33,129,38
129.82,624.33,129,39
129.82,624.33,129,39
129.82,624.33,129,39
129.82,624.33,129,39
129.82,624.33,129,39
129.82,624.33,129,39
129.82,624.33,129,39
129.82,624.33,129,39
129.82,624.33,129,39
129.82,624.33,129,39
129.82,624.33,129,39
129.82,624.33,129,39
0.00,624.33,129,39
0.00,624.33,129,39
0.00,624.33,129,40
0.00,624.33,129,40
0.00,624.33,129,40
0.00,624.33,129,40
0.00,624.33,129,40
0.00,624.33,129,40
0.00,624.33,129,40
0.00,624.33,129,40
0.00,624.33,129,40
0.00,624.33,129,40
0.00,624.33,129,40
0.00,624.33,129,40
0.00,624.33,129,40
0.00,624.33,129,40
0.00,624.33,129,40
0.00,624.33,129,41
0.00,624.33,129,41
0.00,624.33,129,41
0.00,624.33,129,41
0.00,624.33,129,41
0.00,624.33,129,41
0.00,624.33,129,41
0.00,624.33,129,41
0.00,624.33,129,41
0.00,624.33,129,41
0.00,624.33,129,41
0.00,624.33,129,41
0.00,624.33,129,41
0.00,624.33,129,41
0.00,624.33,129,41
0.00,624.33,129,42
0.00,624.33,129,42
0.00,624.33,129,42
0.00,624.33,129,42
0.00,624.33,129,42
0.00,624.33,129,42
0.00,624.33,129,42
0.00,624.33,129,42
0.00,624.33,129,42
0.00,624.33,129,42
0.00,624.33,129,42
0.00,624.33,129,42
0.00,624.33,129,42
0.00,624.33,129,42
0.00,624.33,129,42
0.00,624.33,129,43
